Plan_id,benefit_id,Duration,terms_condition
PLN000018,BEN000134,365,Redeemable via MyTelecom app.
PLN000035,BEN000079,7,Can be availed once per billing cycle.
PLN000050,BEN000096,180,Offer valid for new subscribers only.
PLN000050,BEN000124,28,Valid for plan duration only. Non-transferable.
PLN000069,BEN000185,365,Valid for plan duration only. Non-transferable.
PLN000060,BEN000185,90,Redeemable via MyTelecom app.
PLN000022,BEN000042,90,Redeemable via MyTelecom app.
PLN000004,BEN000148,365,Can be availed once per billing cycle.
PLN000026,BEN000103,90,Terms subject to change without notice.
PLN000062,BEN000141,30,Can be availed once per billing cycle.
PLN000042,BEN000133,30,Applicable on first activation. Subject to availability.
PLN000005,BEN000017,14,Applicable on first activation. Subject to availability.
PLN000021,BEN000061,180,Applicable on first activation. Subject to availability.
PLN000053,BEN000055,14,Applicable on first activation. Subject to availability.
PLN000050,BEN000170,28,Applicable only on selected networks.
PLN000083,BEN000162,14,Requires active internet connection to access.
PLN000055,BEN000189,14,Maximum one redemption per subscriber.
PLN000084,BEN000179,90,Applicable only on selected networks.
PLN000043,BEN000058,7,Offer valid for new subscribers only.
PLN000040,BEN000081,365,Redeemable via MyTelecom app.
PLN000073,BEN000104,90,Applicable on first activation. Subject to availability.
PLN000021,BEN000153,7,Applicable only on selected networks.
PLN000043,BEN000008,180,Offer valid for new subscribers only.
PLN000095,BEN000053,30,Terms subject to change without notice.
PLN000023,BEN000046,60,Valid for plan duration only. Non-transferable.
PLN000018,BEN000176,7,Requires active internet connection to access.
PLN000100,BEN000144,30,Redeemable via MyTelecom app.
PLN000085,BEN000179,90,Can be availed once per billing cycle.
PLN000032,BEN000154,30,Offer valid for new subscribers only.
PLN000086,BEN000065,7,Terms subject to change without notice.
PLN000100,BEN000022,365,Offer valid for new subscribers only.
PLN000084,BEN000034,14,Benefit auto-activates within 24 hours of recharge.
PLN000079,BEN000104,60,Redeemable via MyTelecom app.
PLN000023,BEN000052,90,Terms subject to change without notice.
PLN000084,BEN000045,28,Applicable only on selected networks.
PLN000080,BEN000039,365,Maximum one redemption per subscriber.
PLN000055,BEN000115,180,Applicable on first activation. Subject to availability.
PLN000049,BEN000038,90,Valid for plan duration only. Non-transferable.
