IMEI_no,Device_brand,Device_type,Device_model,Device_status,Registration_date
703510037214701,Xiaomi,smartphone,Redmi 9,active,2021-04-14 01:23:14
901290457449624,Apple,smartphone,iPhone 15 Pro,active,2023-10-04 06:25:10
926549282247635,OnePlus,smartphone,OnePlus 10 Pro,active,2019-06-21 06:43:54
891371989669740,Xiaomi,smartphone,Poco C55,active,2021-11-21 21:13:35
068515758601449,Apple,smartphone,iPhone 11,inactive,2021-04-28 12:24:32
826204316726880,OnePlus,smartphone,OnePlus Nord CE2 Lite,active,2023-07-03 23:37:25
476222369691597,Realme,smartphone,Realme C55,active,2024-08-11 07:10:30
835662136880773,Realme,smartphone,Realme C33,active,2022-05-28 17:10:28
173293436213475,Samsung,smartphone,Galaxy A54,active,2022-05-22 01:39:29
713225180351903,Vivo,smartphone,Vivo Y100,inactive,2022-09-27 01:56:52
770680220038201,Vivo,smartphone,Vivo Y22,active,2020-03-13 05:18:39
486164022304162,OnePlus,smartphone,OnePlus Open,active,2022-05-07 16:43:51
640129645150143,Samsung,smartphone,Galaxy M54,active,2023-11-17 03:36:00
115680611012584,Realme,smartphone,Realme C33,active,2018-01-01 13:59:29
765422854794874,Samsung,smartphone,Galaxy A54,active,2019-08-22 11:19:17
045216634804321,Samsung,smartphone,Galaxy A73,active,2022-07-22 17:50:24
263490740839456,Apple,smartphone,iPhone 13 Mini,active,2019-04-17 08:19:02
256342906362942,Realme,smartphone,Realme Narzo 50,active,2021-09-09 17:05:03
792073573684879,Samsung,smartphone,Galaxy S22,active,2023-03-20 00:41:17
278890469324476,Xiaomi,smartphone,Redmi 12,active,2024-03-13 08:12:58
235302478898670,Xiaomi,smartphone,Redmi 12,active,2021-11-28 07:38:21
109647729349921,Xiaomi,smartphone,Mi 11X,active,2021-05-24 21:08:24
137685590154131,Xiaomi,smartphone,Poco F5,active,2020-03-30 19:03:32
159928410772938,Xiaomi,smartphone,Poco M5,active,2021-01-09 08:21:43
101848453835095,Motorola,smartphone,Moto Edge 30 Pro,active,2020-09-27 05:30:08
850733998851944,Samsung,smartphone,Galaxy A14,active,2020-03-06 15:45:38
745269085807869,Apple,smartphone,iPhone 15 Pro,active,2024-12-04 23:33:21
381745295523696,Oppo,smartphone,Oppo Reno 8,active,2018-12-08 22:42:07
761363280450323,Apple,smartphone,iPhone 13 Mini,active,2019-04-10 05:50:11
144183855585201,OnePlus,smartphone,OnePlus 9RT,active,2023-08-02 21:39:07
953431990873023,Xiaomi,smartphone,Mi 11X,active,2024-05-21 11:35:48
989862158421721,Samsung,smartphone,Galaxy A34,active,2022-03-31 22:43:45
373444172000486,Samsung,smartphone,Galaxy A73,inactive,2018-02-12 21:33:43
568539583148843,Samsung,smartphone,Galaxy A34,active,2019-03-11 14:34:12
034927205670307,Oppo,smartphone,Oppo F23,inactive,2023-06-21 21:42:11
840286543372236,Apple,smartphone,iPhone XR,active,2022-12-18 13:09:48
376963071214725,OnePlus,smartphone,OnePlus Nord CE 3,active,2021-04-21 08:01:12
584785492717374,Oppo,smartphone,Oppo A78,active,2019-12-21 02:44:02
757558806442944,Samsung,smartphone,Galaxy A54,active,2022-11-30 14:26:08
527114426478513,Realme,smartphone,Realme GT 5,active,2018-03-09 00:02:00
195906522683956,Motorola,smartphone,Moto G84,active,2019-03-08 12:10:01
591411259043280,Apple,smartphone,iPhone 12,active,2020-01-24 19:22:40
536481905686020,Realme,smartphone,Realme Narzo 50,active,2022-05-19 15:03:21
130210414678782,Vivo,smartphone,Vivo T2,active,2020-08-02 21:20:36
450513228273380,OnePlus,smartphone,OnePlus Nord CE2 Lite,inactive,2022-01-30 21:25:18
466884887464904,Oppo,smartphone,Oppo F23,active,2018-10-20 03:41:48
936816861187045,Apple,smartphone,iPhone 14 Pro,active,2021-07-27 05:21:41
777485837564019,Xiaomi,smartphone,Mi 11X,active,2018-05-10 07:47:05
309952671144428,Apple,smartphone,iPhone 15 Pro,active,2019-03-05 05:46:17
522270950298655,Apple,smartphone,iPhone SE 2022,active,2021-07-18 08:11:52
728323264307794,Xiaomi,smartphone,Poco C55,active,2022-02-06 23:46:31
939753772953722,Vivo,smartphone,Vivo Y56,active,2022-02-06 00:41:08
397755287982431,Apple,smartphone,iPhone 11,active,2019-10-11 14:11:05
050303290932410,OnePlus,smartphone,OnePlus Nord 3,active,2019-11-05 21:51:16
876930061582453,Oppo,smartphone,Oppo A58,active,2021-08-03 04:31:02
805213288963706,Xiaomi,smartphone,Poco M5,active,2023-06-08 00:57:22
212444180560356,Motorola,smartphone,Moto Edge 30 Pro,lost,2023-04-23 09:57:55
724547081380522,Samsung,smartphone,Galaxy S23,active,2020-05-25 23:00:06
364343928394912,Xiaomi,smartphone,Poco X5,active,2022-10-22 01:09:57
945494860038413,Apple,smartphone,iPhone 13,active,2018-09-25 04:23:06
701231509524868,Apple,smartphone,iPhone 15,active,2022-12-18 08:26:29
285413718143726,Vivo,smartphone,Vivo T2 Pro,active,2020-02-16 12:09:17
894899398013584,Xiaomi,smartphone,Mi 11X,active,2019-12-01 01:47:19
269249290921942,Oppo,smartphone,Oppo A17,active,2018-10-27 07:18:01
794316727612096,Apple,smartphone,iPhone 15,active,2019-06-08 02:54:49
919091841230144,Xiaomi,smartphone,Redmi Note 12,active,2018-09-29 17:40:20
679090369551816,Xiaomi,smartphone,Poco X5,active,2022-03-02 00:05:40
237790901714311,Samsung,smartphone,Galaxy A73,active,2024-09-09 14:37:44
845282123729212,Xiaomi,smartphone,Redmi Note 12,active,2020-10-03 01:59:46
259379558470085,Samsung,smartphone,Galaxy A73,active,2023-10-26 23:29:17
200256960957559,Oppo,smartphone,Oppo A78,blocked,2022-03-31 22:11:15
694157662284540,Xiaomi,smartphone,Poco F5,active,2022-02-25 01:31:32
115084422177259,Samsung,smartphone,Galaxy M54,active,2019-07-14 02:05:40
466371554420459,Realme,smartphone,Realme GT 5,active,2020-12-02 00:25:14
451653448982008,Samsung,smartphone,Galaxy A14,active,2024-04-13 20:13:13
306015529374938,Realme,smartphone,Realme GT Neo 5,active,2023-10-23 10:39:34
100671984708621,Oppo,smartphone,Oppo A96,blocked,2018-10-26 20:11:03
399786286257528,Samsung,smartphone,Galaxy S21 FE,active,2018-08-26 01:14:29
531805424970465,OnePlus,smartphone,OnePlus 10 Pro,lost,2021-08-07 03:02:25
874959310805465,Oppo,smartphone,Oppo F21 Pro,active,2022-04-22 23:20:17
545943819695221,Samsung,smartphone,Galaxy S23,inactive,2023-05-29 02:21:56
881665072425247,Xiaomi,smartphone,Poco X5,active,2019-07-02 07:33:51
010121017207268,Apple,smartphone,iPhone 13 Mini,active,2018-05-10 08:53:30
669592319379860,Apple,smartphone,iPhone XR,active,2018-06-09 22:16:29
005219912695173,Apple,smartphone,iPhone XR,active,2024-04-21 11:36:25
787316310697066,Xiaomi,smartphone,Poco F5,active,2021-11-25 12:42:05
401759740488014,Samsung,smartphone,Galaxy A73,active,2018-12-26 19:58:14
537924245385714,Motorola,smartphone,Moto G42,inactive,2023-05-16 20:31:53
775440012037846,Xiaomi,smartphone,Redmi 10,active,2018-02-03 09:44:10
981401183666014,Samsung,smartphone,Galaxy M54,active,2020-01-02 13:49:58
847823304996323,Xiaomi,smartphone,Mi 11X,active,2023-08-13 14:15:06
795840914814686,Xiaomi,smartphone,Redmi Note 13,active,2020-04-10 23:28:03
556193528703268,Samsung,smartphone,Galaxy S21 FE,active,2019-07-06 03:17:13
212816799042440,Oppo,smartphone,Oppo Reno 8,active,2018-07-09 04:02:51
996667874756123,Motorola,smartphone,Moto Edge 30 Pro,active,2024-11-22 13:07:39
073617527349193,Realme,smartphone,Realme GT 5,active,2022-07-28 11:23:53
173842715079854,Apple,smartphone,iPhone 14,active,2022-06-11 11:29:43
348443337228821,Samsung,smartphone,Galaxy S21 FE,active,2023-05-04 03:55:43
294002313670192,Apple,smartphone,iPhone 11,active,2022-03-25 11:31:42
463255405888135,Xiaomi,smartphone,Redmi Note 13,lost,2023-10-15 21:26:30
966237019081090,Samsung,smartphone,Galaxy A14,lost,2019-12-18 12:31:54
853067121113402,Xiaomi,smartphone,Poco M5,active,2023-07-22 04:14:40
101714500117832,Motorola,smartphone,Moto G84,active,2024-11-02 06:14:34
668687879497760,Xiaomi,smartphone,Redmi Note 12,active,2021-01-24 22:04:29
970877113731831,Xiaomi,smartphone,Mi 11X,active,2020-05-06 23:38:22
614096367280132,Vivo,smartphone,Vivo T1 Pro,active,2019-07-14 20:42:13
543596717248082,Samsung,smartphone,Galaxy A14,active,2020-04-02 21:56:48
950883549594961,Oppo,smartphone,Oppo A17,active,2022-03-02 20:42:01
655117423794327,Google,smartphone,Pixel 7 Pro,active,2021-07-25 09:59:03
973718865496892,Motorola,smartphone,Moto G62,active,2021-02-25 05:42:19
172808142745109,Xiaomi,smartphone,Poco X5,active,2023-11-28 04:11:22
669522627783399,Realme,smartphone,Realme 9 Pro,active,2021-02-02 22:54:55
606550120380059,Xiaomi,smartphone,Redmi Note 12,active,2022-03-08 08:29:50
538243482718296,Xiaomi,smartphone,Redmi Note 13,active,2022-11-06 22:17:28
511000232276823,Vivo,smartphone,Vivo V27,lost,2019-04-30 06:30:01
391618462669699,Apple,smartphone,iPhone 12,active,2023-08-12 00:40:22
943326724261294,Samsung,smartphone,Galaxy S23,lost,2019-06-07 13:46:42
526536573212891,Xiaomi,smartphone,Redmi 10,active,2018-08-14 09:40:45
216668988292277,Samsung,smartphone,Galaxy A54,active,2019-10-20 12:52:15
724835171366600,Samsung,smartphone,Galaxy S21 FE,active,2024-09-24 05:04:59
297032826052740,Samsung,smartphone,Galaxy S22,active,2023-06-13 16:56:49
389552149292760,Vivo,smartphone,Vivo Y22,active,2018-07-15 04:49:09
441079432542244,Realme,smartphone,Realme 10 Pro,active,2022-04-26 04:51:30
678169850612115,Apple,smartphone,iPhone 13,active,2023-06-07 07:02:35
050712308539886,Apple,smartphone,iPhone 14 Pro,active,2019-02-02 14:24:40
137321546963438,Samsung,smartphone,Galaxy S21 FE,active,2024-04-08 08:30:10
990170791665220,Apple,smartphone,iPhone 15 Pro,active,2021-05-07 20:29:42
747315936294541,OnePlus,smartphone,OnePlus 10 Pro,active,2019-01-05 19:30:21
567721156013779,Xiaomi,smartphone,Poco F5,active,2023-12-01 12:34:10
054234350433225,Samsung,smartphone,Galaxy S21 FE,active,2021-03-14 23:23:51
631102091189500,OnePlus,smartphone,OnePlus 11R,active,2022-09-25 05:35:35
965164976502304,Samsung,smartphone,Galaxy S21 FE,lost,2018-06-03 07:58:02
245620170889482,Apple,smartphone,iPhone 14 Pro,active,2023-06-11 18:48:29
047549544238965,Samsung,smartphone,Galaxy S21 FE,active,2021-04-18 15:32:02
498044329301370,Realme,smartphone,Realme C30,active,2021-05-22 23:50:46
972360320558690,Samsung,smartphone,Galaxy S22,active,2024-09-21 02:59:36
308302435294416,Apple,smartphone,iPhone 15,active,2019-08-02 22:18:23
304437151534238,Apple,smartphone,iPhone 14 Pro,active,2019-04-30 09:07:12
602280871882207,Samsung,smartphone,Galaxy A34,active,2022-08-13 13:13:27
353871754262745,Samsung,smartphone,Galaxy A34,active,2024-06-23 22:30:44
875460101920993,Apple,smartphone,iPhone 15 Pro,active,2020-10-17 22:31:36
398262811864168,Apple,smartphone,iPhone 13 Mini,active,2019-01-07 07:37:48
263981555946463,Xiaomi,smartphone,Redmi Note 12,active,2020-04-12 03:16:42
141504920666800,Oppo,smartphone,Oppo F21 Pro,active,2024-07-31 08:50:53
816528397142608,Samsung,smartphone,Galaxy A34,lost,2023-01-17 20:39:46
003565300322514,Samsung,smartphone,Galaxy A73,active,2024-07-30 01:38:15
391242813657030,Samsung,smartphone,Galaxy A34,active,2024-05-22 14:28:22
216223000206746,Vivo,smartphone,Vivo V25 Pro,active,2024-06-25 15:52:40
795586358210112,Samsung,smartphone,Galaxy M54,active,2023-04-30 11:37:20
656826183746736,Apple,smartphone,iPhone 13 Mini,active,2020-09-11 20:55:49
875852984953934,Motorola,smartphone,Moto G54,active,2021-05-07 12:22:11
494348946205450,Apple,smartphone,iPhone 14 Pro,active,2020-02-12 07:55:21
636310840991033,Samsung,smartphone,Galaxy M54,active,2019-09-08 11:32:21
103726987346818,Xiaomi,smartphone,Poco F5,active,2021-07-14 18:47:19
351985521033583,Vivo,smartphone,Vivo X90,lost,2020-10-19 08:36:11
307428069364062,Samsung,smartphone,Galaxy A14,active,2021-08-27 08:12:34
669600560631328,Samsung,smartphone,Galaxy A73,active,2023-11-21 16:38:10
713944491003871,Vivo,smartphone,Vivo V27,active,2019-08-20 01:13:17
773179000184755,Xiaomi,smartphone,Redmi Note 13,active,2024-12-03 02:58:09
401413899986193,Xiaomi,smartphone,Redmi 10,active,2024-05-02 10:32:30
029737693954007,Apple,smartphone,iPhone 13,active,2019-09-04 05:41:21
047846207549320,OnePlus,smartphone,OnePlus 9RT,active,2020-01-08 18:52:06
350490318011170,Vivo,smartphone,Vivo T2,active,2023-09-14 02:44:27
226691834847763,Samsung,smartphone,Galaxy F54,active,2023-02-01 14:38:30
008619206253334,Apple,smartphone,iPhone XR,active,2024-10-02 15:19:38
500190391991469,Apple,smartphone,iPhone 14,active,2023-11-15 03:34:33
115914614111381,OnePlus,smartphone,OnePlus Nord 2T,active,2018-04-11 04:43:39
781889875227129,Motorola,smartphone,Moto G32,active,2019-01-19 16:46:25
568622641969102,Realme,smartphone,Realme C30,active,2023-04-19 12:04:04
866313038189143,Xiaomi,smartphone,Poco F5,active,2019-01-08 19:51:24
005842880871896,OnePlus,smartphone,OnePlus Nord 3,active,2020-09-29 11:34:51
338646030707356,Samsung,smartphone,Galaxy M54,blocked,2018-07-07 15:51:16
739124822279620,Samsung,smartphone,Galaxy A54,active,2021-07-20 14:17:50
410439766786605,Apple,smartphone,iPhone 13,active,2018-05-07 00:50:53
279787927033825,Samsung,smartphone,Galaxy A54,active,2021-12-21 17:17:00
624881456852843,Apple,smartphone,iPhone 15 Pro,inactive,2020-10-08 07:48:46
463080306621129,Samsung,smartphone,Galaxy F54,active,2020-11-01 09:29:31
394277714829428,Vivo,smartphone,Vivo X90,active,2021-09-10 11:45:23
203170477208852,Samsung,smartphone,Galaxy F54,active,2018-03-30 05:22:59
741096785862203,Samsung,smartphone,Galaxy S21 FE,inactive,2020-05-22 18:07:14
097847075166489,Apple,smartphone,iPhone SE 2022,active,2021-03-02 02:36:56
989124805917679,Realme,smartphone,Realme Narzo 60,active,2022-04-27 17:57:40
961832629228063,Samsung,smartphone,Galaxy M54,blocked,2024-03-24 11:12:43
003374500140128,Samsung,smartphone,Galaxy A14,active,2022-02-20 21:24:28
159831537749266,Xiaomi,smartphone,Poco C55,active,2020-09-30 03:43:34
380274941236596,Vivo,smartphone,Vivo X90,active,2020-09-17 17:19:16
685379149382228,Google,smartphone,Pixel 8,active,2024-11-17 00:45:20
948824436371449,Samsung,smartphone,Galaxy A14,active,2018-04-11 12:56:55
335745673349040,Samsung,smartphone,Galaxy M54,active,2022-08-20 09:37:57
015674507377066,Xiaomi,smartphone,Redmi Note 13,active,2018-09-24 03:13:37
553570888370151,Google,smartphone,Pixel 6 Pro,active,2024-06-03 03:50:55
968875381703013,Vivo,smartphone,Vivo T2 Pro,active,2018-02-28 14:38:52
030982390960501,OnePlus,smartphone,OnePlus Nord 3,active,2019-12-21 18:08:06
820895853029348,OnePlus,smartphone,OnePlus 11R,lost,2018-03-04 23:50:05
989231660385804,Google,smartphone,Pixel 7 Pro,active,2018-05-30 11:36:12
228616933531977,Samsung,smartphone,Galaxy S21 FE,active,2023-04-23 07:48:18
897569625914127,Xiaomi,smartphone,Redmi Note 13,active,2024-12-13 16:36:23
530685324941905,OnePlus,smartphone,OnePlus 10T,inactive,2020-04-02 08:34:36
473214700372630,Realme,smartphone,Realme GT 5,active,2020-11-02 18:59:41
112320793863645,Vivo,smartphone,Vivo Y22,blocked,2021-02-18 05:38:21
428285928854419,Vivo,smartphone,Vivo Y100,active,2019-12-06 13:42:50
781820045179735,Oppo,smartphone,Oppo A77,active,2023-06-05 14:40:46
746015598590457,OnePlus,smartphone,OnePlus Open,active,2020-04-28 20:01:58
833716809829440,Realme,smartphone,Realme 11 Pro,active,2020-04-18 13:07:39
951209351854490,Samsung,smartphone,Galaxy A54,active,2023-07-04 02:50:12
841373904907511,Apple,smartphone,iPhone SE 2022,inactive,2022-02-23 18:58:13
464047799636716,Vivo,smartphone,Vivo T2 Pro,active,2023-09-20 03:26:23
917757453073012,Samsung,smartphone,Galaxy F54,active,2021-07-04 22:08:08
454994524573003,Samsung,smartphone,Galaxy A54,active,2023-09-10 23:49:17
402913457701151,Samsung,smartphone,Galaxy S21 FE,active,2023-07-31 19:56:07
871663919687726,Oppo,smartphone,Oppo F23,inactive,2024-03-10 23:05:05
962486061592518,Realme,smartphone,Realme C30,active,2023-12-23 17:38:35
055470361176349,Samsung,smartphone,Galaxy S23,lost,2019-01-26 01:19:42
471775184528289,Apple,smartphone,iPhone 14,active,2019-10-02 06:14:53
809304323323281,Xiaomi,smartphone,Redmi Note 13,active,2020-12-27 18:07:09
423317478521830,Samsung,smartphone,Galaxy Note 20,active,2022-06-07 21:15:41
438531276016240,Samsung,smartphone,Galaxy M54,active,2021-07-31 03:29:34
907107334531964,Vivo,smartphone,Vivo Y100,active,2021-07-29 20:25:30
024707126425275,Apple,smartphone,iPhone 14,active,2018-07-11 14:22:12
696397686125137,Apple,smartphone,iPhone 15 Pro,active,2018-02-08 11:41:22
709206963569108,Xiaomi,smartphone,Redmi Note 13,active,2018-01-07 02:43:43
042288703434279,Oppo,smartphone,Oppo A77,blocked,2019-07-18 09:07:30
823467520565728,Google,smartphone,Pixel 7a,active,2021-09-14 13:07:07
411689311306456,Samsung,smartphone,Galaxy F54,active,2024-02-17 14:50:38
801790416107791,Vivo,smartphone,Vivo V29,blocked,2023-08-03 07:58:41
256611940237323,Samsung,smartphone,Galaxy A54,active,2019-10-25 10:38:04
940602973866965,Apple,smartphone,iPhone 15,active,2018-02-01 03:39:12
246402104285580,Xiaomi,smartphone,Redmi 12,active,2020-01-30 07:06:53
248030523143810,Xiaomi,smartphone,Redmi 9,active,2024-03-27 04:40:37
537154640843615,Samsung,smartphone,Galaxy A14,active,2023-02-07 19:20:28
391336982054770,Samsung,smartphone,Galaxy A14,active,2023-01-07 13:13:55
640420179590520,Xiaomi,smartphone,Poco F5,inactive,2019-06-04 01:39:17
403339332439195,Xiaomi,smartphone,Redmi Note 13,active,2023-10-30 12:27:36
644252402192033,Xiaomi,smartphone,Redmi 9,active,2019-03-27 14:40:56
228233493415075,Apple,smartphone,iPhone 11,active,2021-11-15 05:00:59
862427380764028,Xiaomi,smartphone,Redmi Note 13,active,2023-05-01 02:40:47
253092483655714,Samsung,smartphone,Galaxy A73,active,2022-09-08 06:15:38
811694136553264,Samsung,smartphone,Galaxy A34,active,2019-11-30 06:00:55
218284169041795,Apple,smartphone,iPhone 14,active,2024-08-05 17:31:03
884775350520518,Oppo,smartphone,Oppo Find X6,active,2024-05-05 03:25:09
871283500237417,Motorola,smartphone,Moto G32,active,2021-02-13 22:07:53
477616990238262,Realme,smartphone,Realme C55,active,2021-01-27 09:21:14
251321862964687,Xiaomi,smartphone,Redmi Note 13,active,2024-07-08 06:20:00
999067798663448,Apple,smartphone,iPhone 15,active,2021-05-27 05:14:40
151863336350573,Xiaomi,smartphone,Redmi Note 13,active,2023-06-14 04:16:36
568554426287711,Xiaomi,smartphone,Redmi Note 13,active,2023-10-18 01:39:30
742234154594510,Samsung,smartphone,Galaxy S23,active,2020-07-01 04:08:41
308968587999033,Vivo,smartphone,Vivo V25 Pro,lost,2021-05-03 02:42:50
418743186878208,Samsung,smartphone,Galaxy S23,active,2019-05-13 17:37:39
880144642838385,Samsung,smartphone,Galaxy M54,active,2020-08-22 22:31:27
382117804580899,Motorola,smartphone,Moto G62,active,2019-09-01 17:11:42
729488055083143,Apple,smartphone,iPhone 13 Mini,active,2021-09-09 01:38:04
357402971641372,Motorola,smartphone,Moto G52,active,2024-09-01 01:42:31
074098787952614,Vivo,smartphone,Vivo Y100,active,2024-02-22 04:40:59
346145644172796,Xiaomi,smartphone,Redmi 9,active,2021-07-30 17:19:48
972805300984868,Apple,smartphone,iPhone 14 Pro,active,2022-06-18 21:50:15
929600523456219,OnePlus,smartphone,OnePlus Nord CE 3,active,2022-11-17 20:10:54
576504522256031,Apple,smartphone,iPhone 12,active,2021-01-20 01:36:00
629309561969022,Motorola,smartphone,Moto E13,active,2018-11-17 14:36:21
686266764600000,Realme,smartphone,Realme 11 Pro,active,2022-12-22 03:07:54
070659429516041,Apple,smartphone,iPhone 11,active,2022-06-10 03:18:59
929608777974733,Apple,smartphone,iPhone SE 2022,active,2018-11-30 05:37:00
076987590898208,Motorola,smartphone,Moto G62,active,2023-12-03 18:07:33
036074601192133,Realme,smartphone,Realme GT 5,active,2024-01-03 17:41:54
135532093646863,Samsung,smartphone,Galaxy Note 20,active,2022-12-04 01:35:31
417746948218753,Samsung,smartphone,Galaxy A34,lost,2018-07-19 18:11:27
390826021262765,Realme,smartphone,Realme C33,active,2022-12-09 21:31:12
464846666092628,Oppo,smartphone,Oppo A78,active,2021-11-12 18:02:35
095155446730390,Oppo,smartphone,Oppo A78,active,2019-09-29 08:38:11
213320730946608,Xiaomi,smartphone,Redmi Note 13,active,2024-05-21 01:51:23
003759762985485,Samsung,smartphone,Galaxy A54,active,2022-11-17 10:49:03
287505410656564,Apple,smartphone,iPhone 15,active,2020-06-14 05:49:29
706470181456821,Oppo,smartphone,Oppo F21 Pro,active,2019-05-07 07:22:55
963104757679330,Realme,smartphone,Realme Narzo 60,active,2020-11-12 09:27:15
709395979353187,Samsung,smartphone,Galaxy S21 FE,active,2024-06-02 05:41:56
109106870854354,Vivo,smartphone,Vivo T2,lost,2020-06-30 09:40:12
019902143881261,Motorola,smartphone,Moto G73,inactive,2018-01-14 12:27:46
124739214328295,Oppo,smartphone,Oppo A58,active,2024-07-12 20:28:44
254314153499900,Apple,smartphone,iPhone 14 Pro,inactive,2018-08-29 02:20:47
786354431454638,Apple,smartphone,iPhone 13 Mini,lost,2021-05-21 03:08:55
395564958908656,Apple,smartphone,iPhone 15,active,2020-05-22 16:13:53
654839394303565,Samsung,smartphone,Galaxy S22,active,2023-10-13 12:06:01
252846835815063,Samsung,smartphone,Galaxy A34,active,2018-01-26 16:44:35
293061176626367,Oppo,smartphone,Oppo Reno 10,active,2022-09-25 21:16:34
356818692868646,Samsung,smartphone,Galaxy A54,active,2021-11-30 19:50:22
042668657081399,Apple,smartphone,iPhone 12,active,2024-04-07 19:57:37
821997098231072,Samsung,smartphone,Galaxy S23,active,2021-02-27 06:32:13
914873585313311,Samsung,smartphone,Galaxy A14,active,2022-06-02 08:42:21
652955767241417,Apple,smartphone,iPhone 15,active,2021-02-16 04:10:21
265101626766218,Google,smartphone,Pixel 7,blocked,2018-04-10 03:01:44
643694940712610,Xiaomi,smartphone,Poco C55,blocked,2021-12-11 22:13:55
395248196144642,Apple,smartphone,iPhone 15 Pro,active,2020-06-22 07:29:35
843717297884803,Samsung,smartphone,Galaxy S21 FE,active,2023-12-28 04:59:48
813768147764708,Oppo,smartphone,Oppo Reno 8,inactive,2019-03-24 08:39:19
870481308534658,Xiaomi,smartphone,Poco M5,lost,2023-10-03 20:13:45
168567051991987,Xiaomi,smartphone,Poco F5,active,2022-06-12 05:02:51
848021089127954,Samsung,smartphone,Galaxy F54,active,2022-02-09 15:41:32
936525158905478,Samsung,smartphone,Galaxy Note 20,active,2018-07-30 21:59:55
094214993238023,Apple,smartphone,iPhone 13 Mini,lost,2018-10-24 02:12:26
281188092782920,Google,smartphone,Pixel 6a,active,2019-09-02 16:39:51
399461941869245,OnePlus,smartphone,OnePlus 11,active,2021-10-07 20:30:44
683198834993943,Samsung,smartphone,Galaxy A73,active,2022-03-22 10:24:34
030905634882823,Samsung,smartphone,Galaxy A14,active,2022-07-25 20:18:29
663410546032682,Xiaomi,smartphone,Redmi 12,active,2021-06-15 11:59:43
232705709915347,Xiaomi,smartphone,Redmi 12,active,2023-08-31 21:19:45
660176700021429,Samsung,smartphone,Galaxy S22,active,2019-12-19 16:06:21
715287453198117,Oppo,smartphone,Oppo F21 Pro,active,2018-04-23 08:22:21
367830838061213,Apple,smartphone,iPhone SE 2022,active,2023-04-14 06:53:32
797270690693647,Samsung,smartphone,Galaxy A34,active,2018-12-10 18:33:56
409608535854270,Vivo,smartphone,Vivo Y22,active,2022-02-11 23:21:22
325579964870943,Samsung,smartphone,Galaxy S23,active,2021-08-25 06:19:09
184625236217612,Vivo,smartphone,Vivo V25 Pro,active,2020-10-15 02:29:01
378100057824254,Xiaomi,smartphone,Redmi 10,active,2019-02-26 09:33:16
637920288102503,Samsung,smartphone,Galaxy S23,active,2020-03-13 21:25:25
180490513200999,Apple,smartphone,iPhone 12,active,2021-04-21 20:09:41
731306830854552,Xiaomi,smartphone,Redmi Note 13,active,2018-11-30 11:43:05
437176059012594,Vivo,smartphone,Vivo T1 Pro,active,2019-10-07 23:02:44
237437992852865,Samsung,smartphone,Galaxy S21 FE,active,2023-12-13 17:31:27
339473691818785,Samsung,smartphone,Galaxy F54,inactive,2021-12-24 01:18:39
629229992543959,Realme,smartphone,Realme GT Neo 5,inactive,2021-02-13 22:11:06
747085844379936,Google,smartphone,Pixel 8,blocked,2022-12-01 10:45:21
321736911144827,Xiaomi,smartphone,Mi 11X,active,2022-02-26 03:13:02
534096686370047,Samsung,smartphone,Galaxy A73,inactive,2022-05-29 13:48:39
905240806476087,Samsung,smartphone,Galaxy S21 FE,active,2023-10-20 05:45:33
418919039371218,OnePlus,smartphone,OnePlus Open,active,2024-04-08 18:48:43
319014986435646,Google,smartphone,Pixel Fold,active,2024-09-14 23:08:25
155161295549680,Samsung,smartphone,Galaxy A54,active,2023-11-20 14:48:36
897421501668769,Samsung,smartphone,Galaxy Note 20,active,2023-07-23 13:09:58
928972466623907,Motorola,smartphone,Moto G84,active,2018-02-19 10:19:30
513478275437284,Apple,smartphone,iPhone 13 Mini,active,2020-02-13 19:23:04
588473196503705,Apple,smartphone,iPhone 15 Pro,active,2021-11-14 20:31:29
749294883445161,Samsung,smartphone,Galaxy A34,active,2020-01-26 19:08:30
041361094134722,Apple,smartphone,iPhone 13,inactive,2018-07-06 18:03:44
223512744338791,Samsung,smartphone,Galaxy S21 FE,active,2024-06-18 10:03:26
959117675349970,Xiaomi,smartphone,Redmi 10,active,2019-05-05 11:38:46
806450119523984,Samsung,smartphone,Galaxy A14,active,2024-01-08 03:00:42
232605802605676,Xiaomi,smartphone,Redmi 10,active,2018-10-02 16:25:53
796641456048541,Oppo,smartphone,Oppo A77,active,2022-02-11 16:45:58
549352519598187,Apple,smartphone,iPhone 15 Pro,active,2024-09-29 17:39:36
436034835881893,Apple,smartphone,iPhone 11,active,2019-09-03 09:48:44
249698027666464,Realme,smartphone,Realme 9 Pro,active,2024-02-22 06:01:09
380565773411874,Xiaomi,smartphone,Poco C55,active,2020-02-24 23:18:44
208143587699651,Samsung,smartphone,Galaxy A14,active,2018-02-07 19:46:22
506808118499972,OnePlus,smartphone,OnePlus 10 Pro,active,2019-06-03 23:02:28
354903102581019,Samsung,smartphone,Galaxy Note 20,active,2023-03-28 18:23:23
561229570967973,Xiaomi,smartphone,Poco X5,active,2021-06-20 17:06:50
557025298263468,Xiaomi,smartphone,Redmi Note 13,active,2022-03-06 06:45:20
399541919612762,Apple,smartphone,iPhone 13 Mini,lost,2019-07-19 07:35:20
611869636978138,Samsung,smartphone,Galaxy A14,active,2022-04-21 02:09:44
983674063988024,Samsung,smartphone,Galaxy S21 FE,active,2023-05-02 02:12:27
