Port_id,Sim_id,request_date,completion_date,new_operator,Reason
PORT004323,SIM013362,2023-12-19 13:30:44,,Vi,Network quality issues
PORT004324,SIM015016,2020-04-04 09:17:10,2020-04-09 22:00:43,BSNL,Better data speed
PORT004325,SIM068150,2019-05-29 19:59:35,,Idea,Better data speed
PORT004326,SIM025826,2020-08-08 11:42:27,2020-08-14 13:34:48,MTNL,Better network coverage
PORT004327,SIM025083,2021-07-11 07:50:34,2021-07-14 01:16:23,Airtel,Attractive offers from new operator
PORT004328,SIM006227,2023-12-06 05:20:52,2023-12-11 23:49:27,BSNL,Better data speed
PORT004329,SIM009569,2020-12-07 22:45:09,,MTNL,Relocation to another city
PORT004330,SIM043323,2019-08-31 15:03:35,2019-09-06 00:53:37,MTNL,Network quality issues
PORT004331,SIM028153,2019-07-21 07:32:24,2019-07-26 08:54:58,BSNL,Lower tariff plans
PORT004332,SIM021257,2023-08-30 23:00:40,2023-09-05 07:32:29,Airtel,Better data speed
PORT004333,SIM051689,2020-05-01 13:23:20,2020-05-07 03:10:10,Jio,Network quality issues
PORT004334,SIM021288,2021-04-29 00:16:27,,BSNL,Attractive offers from new operator
PORT004335,SIM018845,2020-07-17 10:06:44,,Reliance,Lower tariff plans
PORT004336,SIM033778,2024-12-06 04:53:14,2024-12-12 03:15:39,Vi,Poor signal strength
PORT004337,SIM049266,2021-09-12 07:35:15,2021-09-18 04:23:06,Vi,Friend recommendation
PORT004338,SIM008194,2024-12-20 11:57:58,2024-12-26 15:34:22,BSNL,Network quality issues
PORT004339,SIM011482,2021-10-10 12:03:52,2021-10-15 06:24:34,Idea,Friend recommendation
PORT004340,SIM046564,2022-04-02 11:44:20,2022-04-08 13:03:15,Tata Docomo,Attractive offers from new operator
PORT004341,SIM038873,2019-03-17 14:02:04,2019-03-19 04:41:07,Reliance,Relocation to another city
PORT004342,SIM025978,2024-04-29 23:59:01,2024-05-02 18:44:27,Jio,Better network coverage
PORT004343,SIM039258,2023-06-10 04:38:50,2023-06-11 13:49:05,Jio,Better network coverage
PORT004344,SIM062166,2022-04-14 05:41:28,,Airtel,Better network coverage
PORT004345,SIM066500,2020-04-18 11:38:24,2020-04-20 09:50:01,Idea,Attractive offers from new operator
PORT004346,SIM013396,2024-10-29 20:40:22,2024-11-03 07:26:23,Aircel,Friend recommendation
PORT004347,SIM039321,2024-08-10 06:03:19,2024-08-11 14:52:34,MTNL,Better customer service
PORT004348,SIM055859,2022-12-08 04:01:59,2022-12-13 01:16:37,Aircel,Better customer service
PORT004349,SIM039877,2019-07-09 00:43:44,2019-07-13 05:19:30,Idea,Attractive offers from new operator
PORT004350,SIM056602,2024-12-26 13:40:55,2024-12-28 05:31:57,Reliance,Better data speed
PORT004351,SIM044678,2024-12-25 20:04:05,2024-12-26 22:10:33,BSNL,Lower tariff plans
PORT004352,SIM020347,2018-12-24 14:54:08,2018-12-28 22:45:19,Idea,Lower tariff plans
PORT004353,SIM047839,2019-02-05 21:59:31,2019-02-08 07:27:00,Jio,Better customer service
PORT004354,SIM050156,2020-06-29 05:46:51,2020-07-02 20:01:18,BSNL,Network quality issues
PORT004355,SIM035209,2024-12-24 23:58:00,2024-12-26 17:48:42,MTNL,Friend recommendation
PORT004356,SIM039485,2021-12-11 01:51:23,2021-12-14 13:58:35,Aircel,Relocation to another city
PORT004357,SIM069261,2022-05-25 05:08:51,,Idea,Poor signal strength
PORT004358,SIM026248,2021-09-13 07:54:38,2021-09-16 00:23:03,Vi,Lower tariff plans
PORT004359,SIM062584,2024-01-03 11:09:21,2024-01-10 00:10:17,Reliance,Friend recommendation
PORT004360,SIM030439,2019-03-27 11:17:55,2019-03-29 14:20:57,MTNL,Lower tariff plans
PORT004361,SIM017716,2022-08-03 01:23:27,2022-08-06 18:19:49,Airtel,Relocation to another city
PORT004362,SIM008098,2024-12-26 14:43:19,,Airtel,Friend recommendation
PORT004363,SIM002760,2023-04-02 16:55:51,2023-04-03 19:09:21,Jio,Lower tariff plans
PORT004364,SIM057575,2024-12-25 19:04:19,2024-12-30 07:08:16,Aircel,Attractive offers from new operator
PORT004365,SIM030390,2024-12-28 19:50:28,,Tata Docomo,Better data speed
PORT004366,SIM046116,2022-01-17 02:11:01,,Jio,Attractive offers from new operator
PORT004367,SIM059748,2018-11-16 04:50:26,2018-11-22 15:19:43,Idea,Better customer service
PORT004368,SIM019749,2024-12-26 20:24:26,,BSNL,Lower tariff plans
PORT004369,SIM031622,2024-10-17 08:25:24,2024-10-23 02:04:25,Tata Docomo,Friend recommendation
PORT004370,SIM005298,2024-06-13 05:09:38,2024-06-18 00:41:49,Idea,Relocation to another city
PORT004371,SIM049390,2024-06-08 11:01:57,2024-06-10 23:59:34,Airtel,Better customer service
PORT004372,SIM063503,2024-02-11 08:43:16,2024-02-17 01:29:59,MTNL,Attractive offers from new operator
PORT004373,SIM066254,2022-08-15 13:40:39,,MTNL,Better network coverage
PORT004374,SIM024851,2019-03-17 16:51:47,,Idea,Network quality issues
PORT004375,SIM045857,2019-08-11 09:30:27,,Jio,Lower tariff plans
PORT004376,SIM019019,2024-12-02 15:55:17,2024-12-06 16:30:26,Vi,Lower tariff plans
PORT004377,SIM008118,2020-02-23 13:51:58,2020-02-24 14:17:59,Jio,Network quality issues
PORT004378,SIM048999,2024-07-22 11:34:15,,Vi,Friend recommendation
PORT004379,SIM043491,2021-03-14 13:58:33,2021-03-16 12:06:26,Vi,Friend recommendation
PORT004380,SIM030435,2019-09-16 08:21:53,2019-09-22 05:43:26,Idea,Better data speed
PORT004381,SIM066284,2020-03-22 20:10:15,2020-03-24 10:17:11,Jio,Attractive offers from new operator
PORT004382,SIM006015,2019-01-26 00:10:21,2019-01-30 05:35:12,Vi,Better customer service
PORT004383,SIM059638,2021-03-03 10:03:55,2021-03-10 01:30:39,BSNL,Attractive offers from new operator
PORT004384,SIM002154,2023-12-08 03:53:04,2023-12-09 12:46:49,Aircel,Better network coverage
PORT004385,SIM035920,2023-12-23 02:50:36,2023-12-29 06:25:10,Aircel,Relocation to another city
PORT004386,SIM008840,2021-12-08 13:39:51,2021-12-12 18:20:25,Jio,Poor signal strength
PORT004387,SIM005973,2022-09-17 08:30:20,2022-09-18 23:05:10,BSNL,Poor signal strength
PORT004388,SIM057796,2022-11-23 14:53:29,,Reliance,Better network coverage
PORT004389,SIM054883,2019-01-07 14:57:12,2019-01-11 17:15:46,Tata Docomo,Friend recommendation
PORT004390,SIM039609,2020-12-04 13:31:10,2020-12-06 04:36:58,Jio,Poor signal strength
PORT004391,SIM058993,2019-10-15 19:22:58,,MTNL,Better network coverage
PORT004392,SIM003845,2024-01-26 19:20:42,2024-01-28 20:18:20,Airtel,Friend recommendation
PORT004393,SIM026393,2021-09-23 03:31:54,2021-09-29 09:44:45,Aircel,Relocation to another city
PORT004394,SIM000517,2020-02-24 02:41:12,2020-02-26 10:47:25,BSNL,Network quality issues
PORT004395,SIM023198,2022-03-20 09:41:05,,MTNL,Better customer service
PORT004396,SIM056052,2018-12-21 15:05:16,,Aircel,Poor signal strength
PORT004397,SIM005319,2022-07-20 00:45:47,2022-07-21 17:43:23,BSNL,Network quality issues
PORT004398,SIM030075,2020-03-10 20:52:03,2020-03-14 02:54:05,Airtel,Better data speed
PORT004399,SIM020833,2024-03-21 19:36:45,2024-03-28 12:00:20,BSNL,Poor signal strength
PORT004400,SIM000797,2021-11-04 17:30:43,2021-11-07 16:47:43,Airtel,Better customer service
PORT004401,SIM059561,2019-11-23 00:45:58,2019-11-24 02:17:51,Vi,Attractive offers from new operator
PORT004402,SIM040979,2020-11-26 13:54:58,,BSNL,Friend recommendation
PORT004403,SIM060805,2019-04-03 20:40:20,2019-04-09 00:35:10,Reliance,Attractive offers from new operator
PORT004404,SIM016017,2022-11-19 03:09:37,2022-11-20 13:10:04,Aircel,Better customer service
PORT004405,SIM046921,2021-01-10 14:27:24,2021-01-14 21:45:07,Airtel,Network quality issues
PORT004406,SIM056390,2024-12-24 04:25:32,2024-12-25 19:13:25,Vi,Attractive offers from new operator
PORT004407,SIM031144,2023-10-21 17:17:28,2023-10-26 01:54:21,Tata Docomo,Attractive offers from new operator
PORT004408,SIM015591,2021-07-24 13:32:19,2021-07-27 05:25:03,Reliance,Better customer service
PORT004409,SIM048447,2019-10-28 02:04:38,2019-10-31 16:27:41,BSNL,Better data speed
PORT004410,SIM056572,2020-07-28 17:13:32,2020-08-03 08:29:42,Vi,Better customer service
PORT004411,SIM004250,2021-09-13 21:10:19,2021-09-17 01:08:43,MTNL,Lower tariff plans
PORT004412,SIM058032,2021-07-25 10:42:20,,Idea,Network quality issues
PORT004413,SIM063021,2024-12-25 12:58:29,2024-12-28 14:11:44,Reliance,Friend recommendation
PORT004414,SIM008866,2021-12-28 13:14:53,2022-01-02 12:02:11,Idea,Lower tariff plans
PORT004415,SIM028830,2020-09-26 14:49:29,2020-09-28 07:54:23,Tata Docomo,Better data speed
PORT004416,SIM062387,2020-06-17 02:54:36,,BSNL,Lower tariff plans
PORT004417,SIM006850,2022-01-22 02:12:12,2022-01-26 04:54:34,BSNL,Better data speed
PORT004418,SIM001538,2022-08-01 18:09:54,2022-08-03 06:37:31,Reliance,Network quality issues
PORT004419,SIM041500,2021-10-12 13:08:53,2021-10-14 15:05:42,Aircel,Better data speed
PORT004420,SIM066998,2024-12-30 03:20:26,,MTNL,Better network coverage
PORT004421,SIM038533,2022-06-01 17:34:56,2022-06-06 14:20:05,Vi,Attractive offers from new operator
PORT004422,SIM053112,2020-01-09 02:06:39,,Idea,Better customer service
PORT004423,SIM001201,2019-01-20 15:11:33,2019-01-27 01:25:18,BSNL,Better customer service
PORT004424,SIM047864,2024-04-03 20:39:37,2024-04-06 05:42:04,Airtel,Network quality issues
PORT004425,SIM066976,2018-12-28 11:33:02,2018-12-29 20:29:11,BSNL,Attractive offers from new operator
PORT004426,SIM027995,2019-10-06 14:06:51,2019-10-08 16:29:31,BSNL,Friend recommendation
PORT004427,SIM003663,2023-12-09 08:16:54,,Idea,Attractive offers from new operator
PORT004428,SIM008953,2024-10-21 23:51:08,2024-10-28 12:15:07,Aircel,Better network coverage
PORT004429,SIM053218,2024-10-06 11:14:29,2024-10-12 10:45:24,Tata Docomo,Friend recommendation
PORT004430,SIM002066,2021-12-14 16:17:45,2021-12-18 05:10:54,Jio,Attractive offers from new operator
PORT004431,SIM018306,2019-06-06 05:56:31,,Idea,Network quality issues
PORT004432,SIM027085,2023-06-03 05:37:45,2023-06-10 01:18:29,Airtel,Network quality issues
PORT004433,SIM004338,2020-02-07 08:31:22,2020-02-12 15:09:19,MTNL,Better data speed
PORT004434,SIM001610,2024-12-28 12:35:27,,Airtel,Attractive offers from new operator
PORT004435,SIM057069,2021-02-20 23:00:49,2021-02-24 17:24:57,Tata Docomo,Network quality issues
PORT004436,SIM009692,2022-03-21 08:19:09,2022-03-23 05:48:33,BSNL,Relocation to another city
PORT004437,SIM045473,2022-11-13 03:23:21,2022-11-17 13:53:19,Vi,Better customer service
PORT004438,SIM053067,2024-11-14 23:04:00,2024-11-18 02:50:26,Tata Docomo,Friend recommendation
PORT004439,SIM043587,2020-10-05 19:16:49,2020-10-07 13:35:28,Idea,Poor signal strength
PORT004440,SIM063900,2020-08-30 20:49:09,2020-09-02 16:26:43,Vi,Friend recommendation
PORT004441,SIM033238,2022-12-08 07:11:22,,Vi,Better data speed
PORT004442,SIM004179,2022-01-23 12:40:13,,Tata Docomo,Attractive offers from new operator
PORT004443,SIM055444,2019-08-21 02:52:20,2019-08-22 10:06:57,MTNL,Friend recommendation
PORT004444,SIM039494,2024-03-31 22:40:52,2024-04-06 04:55:16,Aircel,Network quality issues
PORT004445,SIM000499,2019-08-02 11:40:53,,Airtel,Attractive offers from new operator
PORT004446,SIM038146,2021-05-18 01:39:08,2021-05-23 17:23:49,Airtel,Poor signal strength
PORT004447,SIM035287,2021-01-18 02:37:40,2021-01-22 10:44:03,MTNL,Better data speed
PORT004448,SIM049228,2024-11-30 17:47:28,2024-12-07 12:51:39,Aircel,Network quality issues
PORT004449,SIM025871,2024-05-29 23:37:37,2024-06-02 07:21:50,Aircel,Relocation to another city
PORT004450,SIM026374,2019-11-03 10:46:37,,Idea,Lower tariff plans
PORT004451,SIM013742,2020-02-16 13:06:06,2020-02-18 02:56:03,Jio,Poor signal strength
PORT004452,SIM020942,2021-09-02 17:08:47,2021-09-06 23:23:47,Vi,Better customer service
PORT004453,SIM016715,2023-02-03 17:58:08,2023-02-06 03:43:34,MTNL,Better network coverage
PORT004454,SIM046077,2022-08-07 07:47:08,2022-08-09 12:18:47,Idea,Better data speed
PORT004455,SIM047960,2019-10-19 04:09:25,2019-10-23 06:21:27,Jio,Better customer service
PORT004456,SIM009790,2023-02-19 05:10:39,2023-02-25 18:55:43,Idea,Better data speed
PORT004457,SIM036220,2024-10-15 15:51:29,2024-10-20 10:27:14,Idea,Better customer service
PORT004458,SIM014253,2021-05-25 21:23:47,2021-06-01 10:39:33,Vi,Attractive offers from new operator
PORT004459,SIM040625,2020-04-06 05:24:54,2020-04-09 07:12:36,MTNL,Poor signal strength
PORT004460,SIM007644,2024-01-12 18:16:39,2024-01-19 01:07:52,Jio,Better customer service
PORT004461,SIM030893,2024-12-27 02:27:52,,Tata Docomo,Friend recommendation
PORT004462,SIM028952,2020-12-06 14:23:28,,Reliance,Poor signal strength
PORT004463,SIM006791,2024-12-24 22:03:51,2024-12-27 16:54:22,Tata Docomo,Relocation to another city
PORT004464,SIM039305,2021-06-07 20:07:14,2021-06-12 15:19:22,Vi,Network quality issues
PORT004465,SIM003094,2020-07-09 11:28:41,2020-07-12 21:15:51,Tata Docomo,Friend recommendation
PORT004466,SIM014749,2022-01-14 08:29:19,2022-01-19 13:26:35,Vi,Network quality issues
PORT004467,SIM012662,2022-02-26 09:53:13,2022-03-01 17:21:24,Reliance,Friend recommendation
PORT004468,SIM060338,2023-11-27 07:11:45,2023-11-28 22:43:30,BSNL,Attractive offers from new operator
PORT004469,SIM017256,2020-06-28 15:25:20,,Tata Docomo,Better data speed
PORT004470,SIM017811,2019-10-03 19:59:29,,Jio,Better data speed
PORT004471,SIM018610,2020-09-23 02:35:10,2020-09-28 07:17:57,Jio,Poor signal strength
PORT004472,SIM058195,2018-08-24 14:27:09,2018-08-28 02:43:48,Aircel,Lower tariff plans
PORT004473,SIM011501,2021-06-27 18:10:27,2021-06-30 05:26:25,Jio,Friend recommendation
PORT004474,SIM023777,2022-05-11 22:46:20,2022-05-13 13:25:01,BSNL,Network quality issues
PORT004475,SIM024447,2024-12-27 04:20:36,,Vi,Poor signal strength
PORT004476,SIM045972,2022-02-11 11:06:39,2022-02-18 02:29:31,Jio,Better network coverage
PORT004477,SIM049513,2024-03-25 07:22:28,2024-04-01 00:40:34,MTNL,Friend recommendation
PORT004478,SIM031472,2020-11-15 14:04:15,2020-11-18 15:59:20,Vi,Better data speed
PORT004479,SIM011824,2023-04-06 04:04:45,,Airtel,Better data speed
PORT004480,SIM023459,2022-11-17 19:09:31,,Reliance,Lower tariff plans
PORT004481,SIM068883,2024-10-23 15:53:06,2024-10-28 06:17:45,Vi,Better data speed
PORT004482,SIM041109,2020-09-14 20:58:27,2020-09-19 02:18:47,Reliance,Network quality issues
PORT004483,SIM013239,2019-10-01 16:32:31,2019-10-07 07:07:43,Vi,Poor signal strength
PORT004484,SIM027971,2022-06-19 01:36:49,2022-06-20 12:09:38,Idea,Better customer service
PORT004485,SIM028722,2021-11-27 07:33:30,2021-11-30 18:25:01,Jio,Poor signal strength
PORT004486,SIM003792,2024-07-06 20:05:27,2024-07-12 23:33:10,Vi,Attractive offers from new operator
PORT004487,SIM053240,2024-10-22 23:52:17,2024-10-28 01:34:09,Jio,Better customer service
PORT004488,SIM001724,2024-10-30 03:14:31,2024-11-03 16:27:50,Vi,Attractive offers from new operator
PORT004489,SIM035367,2024-05-08 05:36:47,2024-05-14 13:20:41,Jio,Attractive offers from new operator
PORT004490,SIM001741,2021-04-28 03:53:06,2021-05-01 19:15:22,Vi,Lower tariff plans
PORT004491,SIM028747,2024-12-26 11:12:53,2024-12-28 01:52:19,Reliance,Poor signal strength
PORT004492,SIM001856,2020-10-26 23:49:57,2020-10-29 00:53:24,Aircel,Poor signal strength
PORT004493,SIM065796,2020-06-23 11:46:51,2020-06-24 15:50:48,Vi,Better network coverage
PORT004494,SIM039540,2022-07-13 13:01:04,2022-07-16 16:42:58,Jio,Better customer service
PORT004495,SIM043295,2024-08-21 04:10:59,2024-08-27 17:24:43,Reliance,Attractive offers from new operator
PORT004496,SIM002902,2023-06-20 07:04:39,2023-06-21 13:56:14,Airtel,Lower tariff plans
PORT004497,SIM049499,2020-10-10 03:38:01,2020-10-11 09:11:24,Aircel,Lower tariff plans
PORT004498,SIM057734,2019-01-27 07:11:35,2019-01-29 05:32:39,Tata Docomo,Better network coverage
PORT004499,SIM028221,2022-03-30 08:47:35,2022-04-02 16:13:39,Idea,Better customer service
PORT004500,SIM008591,2023-12-31 12:20:21,2024-01-06 14:37:17,Vi,Attractive offers from new operator
PORT004501,SIM000893,2024-09-09 16:51:54,2024-09-14 17:48:48,Idea,Network quality issues
PORT004502,SIM041438,2022-09-05 03:50:28,2022-09-07 00:00:40,MTNL,Lower tariff plans
PORT004503,SIM043463,2019-04-18 14:39:10,,MTNL,Attractive offers from new operator
PORT004504,SIM068664,2022-11-04 03:25:25,2022-11-05 10:29:27,Airtel,Better customer service
PORT004505,SIM046254,2020-10-05 03:10:55,2020-10-11 09:29:10,Vi,Attractive offers from new operator
PORT004506,SIM034760,2022-09-15 14:15:00,2022-09-17 07:37:37,Idea,Better data speed
PORT004507,SIM025737,2020-12-20 19:03:53,2020-12-25 23:53:18,Idea,Attractive offers from new operator
PORT004508,SIM031698,2020-02-19 15:38:39,,Vi,Relocation to another city
PORT004509,SIM024259,2020-03-20 13:32:42,2020-03-25 10:11:25,Aircel,Better customer service
PORT004510,SIM066087,2021-05-02 22:14:50,2021-05-07 22:05:02,Aircel,Better network coverage
PORT004511,SIM067698,2022-05-27 19:04:37,2022-05-31 08:33:50,Idea,Network quality issues
PORT004512,SIM016096,2022-07-22 20:05:24,2022-07-29 03:48:10,Jio,Lower tariff plans
PORT004513,SIM027000,2024-08-21 23:08:58,,Airtel,Attractive offers from new operator
PORT004514,SIM031623,2024-05-11 04:09:53,2024-05-12 20:39:18,Vi,Poor signal strength
PORT004515,SIM042940,2022-02-14 07:42:43,2022-02-21 02:41:07,Aircel,Network quality issues
PORT004516,SIM001497,2022-01-31 12:08:05,2022-02-06 11:32:28,Vi,Relocation to another city
PORT004517,SIM001181,2024-12-24 18:46:10,2024-12-28 00:07:36,MTNL,Poor signal strength
PORT004518,SIM063923,2024-08-18 06:34:05,2024-08-21 00:54:26,Jio,Better data speed
PORT004519,SIM019674,2023-09-13 18:55:48,2023-09-19 02:11:13,Reliance,Better customer service
PORT004520,SIM000426,2023-07-31 13:37:48,2023-08-04 05:07:38,Reliance,Friend recommendation
PORT004521,SIM021852,2023-07-29 07:52:58,2023-08-04 06:02:45,Aircel,Lower tariff plans
PORT004522,SIM057072,2022-06-27 06:36:45,2022-07-03 12:50:01,Reliance,Better customer service
PORT004523,SIM034929,2022-06-27 10:39:18,2022-06-28 21:41:47,BSNL,Better customer service
PORT004524,SIM051451,2021-04-04 09:27:44,2021-04-05 11:38:38,Tata Docomo,Relocation to another city
PORT004525,SIM027818,2024-12-28 15:09:10,,BSNL,Lower tariff plans
PORT004526,SIM060195,2019-06-17 09:49:02,,Jio,Attractive offers from new operator
PORT004527,SIM038696,2023-08-04 20:59:16,2023-08-07 04:16:54,Reliance,Attractive offers from new operator
PORT004528,SIM057848,2020-01-29 17:59:06,2020-02-02 00:23:40,Aircel,Poor signal strength
PORT004529,SIM020737,2021-10-02 18:07:04,2021-10-05 14:02:28,Vi,Better data speed
PORT004530,SIM025113,2022-11-01 03:02:01,2022-11-07 04:37:57,Reliance,Better customer service
PORT004531,SIM006703,2019-08-24 08:53:34,2019-08-27 04:08:22,Tata Docomo,Friend recommendation
PORT004532,SIM055124,2024-12-23 18:44:32,2024-12-30 04:51:23,Jio,Better data speed
PORT004533,SIM018570,2023-07-20 18:07:35,2023-07-26 14:56:37,Jio,Better data speed
PORT004534,SIM039371,2022-02-24 19:52:26,2022-02-27 15:41:44,Tata Docomo,Relocation to another city
PORT004535,SIM068166,2020-12-10 08:41:59,2020-12-13 10:00:45,Idea,Network quality issues
PORT004536,SIM010062,2022-12-15 18:19:44,2022-12-22 09:25:33,Reliance,Poor signal strength
PORT004537,SIM069329,2023-06-09 13:11:34,2023-06-11 22:24:48,Aircel,Lower tariff plans
PORT004538,SIM036091,2021-09-21 02:53:10,2021-09-24 04:39:52,MTNL,Attractive offers from new operator
PORT004539,SIM021701,2021-08-18 22:56:10,2021-08-25 16:09:57,Airtel,Poor signal strength
PORT004540,SIM035224,2022-03-04 03:33:20,2022-03-09 01:48:06,Jio,Better customer service
PORT004541,SIM036657,2023-01-21 17:00:53,2023-01-26 11:19:45,Jio,Better network coverage
PORT004542,SIM046174,2022-04-13 22:58:45,2022-04-15 20:37:46,BSNL,Attractive offers from new operator
PORT004543,SIM036159,2023-03-14 19:47:27,,Idea,Attractive offers from new operator
PORT004544,SIM059281,2024-12-03 18:26:40,2024-12-05 02:31:57,Reliance,Network quality issues
PORT004545,SIM016440,2021-02-06 08:12:31,2021-02-08 03:09:23,Tata Docomo,Relocation to another city
PORT004546,SIM064237,2022-08-24 00:13:54,2022-08-30 16:05:56,Idea,Better network coverage
PORT004547,SIM023047,2024-12-18 10:22:37,2024-12-23 03:01:09,Tata Docomo,Relocation to another city
PORT004548,SIM015281,2024-09-01 12:12:10,,Vi,Network quality issues
PORT004549,SIM038842,2020-04-08 22:10:11,2020-04-11 21:38:36,Tata Docomo,Better data speed
PORT004550,SIM057515,2024-12-16 10:52:06,2024-12-18 04:55:34,BSNL,Network quality issues
PORT004551,SIM038020,2020-02-09 01:41:10,2020-02-13 09:37:25,BSNL,Better data speed
PORT004552,SIM050295,2019-05-01 16:01:09,2019-05-05 07:40:58,Reliance,Lower tariff plans
PORT004553,SIM052855,2020-11-11 04:29:20,2020-11-17 04:03:11,BSNL,Attractive offers from new operator
PORT004554,SIM027733,2020-10-15 14:13:14,2020-10-18 00:39:54,BSNL,Relocation to another city
PORT004555,SIM011272,2023-09-11 06:28:14,2023-09-14 18:29:31,Vi,Lower tariff plans
PORT004556,SIM038496,2021-01-26 15:37:07,2021-02-01 01:35:25,Jio,Better network coverage
PORT004557,SIM013375,2020-07-27 10:55:17,2020-07-28 17:09:10,MTNL,Attractive offers from new operator
PORT004558,SIM010667,2024-05-13 01:56:55,2024-05-18 16:12:18,Idea,Better network coverage
PORT004559,SIM053095,2021-11-18 01:58:20,2021-11-23 09:13:11,Jio,Poor signal strength
PORT004560,SIM066184,2019-08-25 04:20:33,2019-08-30 13:24:50,BSNL,Network quality issues
PORT004561,SIM003531,2024-12-28 10:12:38,,Aircel,Better customer service
PORT004562,SIM064890,2024-12-25 05:10:34,2024-12-27 17:41:00,Jio,Lower tariff plans
PORT004563,SIM002715,2021-12-06 19:49:22,2021-12-11 11:20:05,Reliance,Attractive offers from new operator
PORT004564,SIM007905,2021-09-01 02:04:47,2021-09-06 08:46:23,MTNL,Relocation to another city
PORT004565,SIM010481,2019-07-23 05:40:38,2019-07-27 09:10:16,Tata Docomo,Relocation to another city
PORT004566,SIM051083,2020-10-30 15:08:32,2020-11-03 17:22:52,Vi,Network quality issues
PORT004567,SIM040905,2022-12-13 20:59:03,2022-12-20 08:46:10,Reliance,Relocation to another city
PORT004568,SIM063834,2019-09-19 22:46:10,2019-09-25 18:31:46,Aircel,Attractive offers from new operator
PORT004569,SIM002637,2021-07-11 05:24:45,2021-07-14 02:23:43,Airtel,Lower tariff plans
PORT004570,SIM028994,2024-10-17 06:11:47,2024-10-19 22:59:07,Airtel,Friend recommendation
PORT004571,SIM033005,2024-04-21 17:36:39,2024-04-28 15:39:55,Reliance,Better network coverage
PORT004572,SIM017434,2020-08-18 22:23:01,2020-08-24 03:53:29,Aircel,Better data speed
PORT004573,SIM021674,2019-11-22 13:10:10,2019-11-27 23:24:40,Reliance,Relocation to another city
PORT004574,SIM068855,2024-01-13 00:46:28,,BSNL,Network quality issues
PORT004575,SIM067539,2024-12-22 22:15:10,2024-12-28 19:15:00,MTNL,Better network coverage
PORT004576,SIM014191,2021-05-17 21:31:31,,Tata Docomo,Better network coverage
PORT004577,SIM061186,2020-12-26 22:18:34,2021-01-02 18:47:17,BSNL,Friend recommendation
PORT004578,SIM049549,2024-12-09 22:53:06,2024-12-15 07:08:24,MTNL,Network quality issues
PORT004579,SIM004266,2019-10-08 06:43:45,2019-10-13 10:09:18,Vi,Network quality issues
PORT004580,SIM039672,2022-09-22 19:10:31,2022-09-27 05:54:35,Idea,Poor signal strength
PORT004581,SIM042176,2021-04-21 06:13:57,2021-04-23 02:15:52,BSNL,Network quality issues
PORT004582,SIM017180,2024-03-12 17:07:20,2024-03-15 16:11:26,Reliance,Lower tariff plans
PORT004583,SIM027370,2022-11-06 17:53:13,2022-11-11 07:56:57,Reliance,Poor signal strength
PORT004584,SIM005566,2021-01-12 19:17:28,2021-01-15 20:15:12,MTNL,Better data speed
PORT004585,SIM053763,2019-11-10 10:16:07,2019-11-17 00:53:22,Jio,Network quality issues
PORT004586,SIM032439,2022-06-19 06:38:09,2022-06-22 20:19:47,Aircel,Poor signal strength
PORT004587,SIM000323,2018-11-24 03:46:48,2018-12-01 02:03:04,MTNL,Friend recommendation
PORT004588,SIM033301,2019-07-13 10:37:17,2019-07-14 15:33:23,Jio,Better data speed
PORT004589,SIM058149,2020-04-10 00:27:55,2020-04-12 16:43:06,Aircel,Attractive offers from new operator
PORT004590,SIM034802,2024-12-23 20:10:12,2024-12-27 19:20:11,Vi,Poor signal strength
PORT004591,SIM043015,2020-11-11 19:56:47,2020-11-15 16:32:38,BSNL,Poor signal strength
PORT004592,SIM036013,2019-04-11 23:35:23,2019-04-15 05:35:32,Jio,Better customer service
PORT004593,SIM036085,2024-12-23 12:39:41,2024-12-28 07:17:51,Jio,Relocation to another city
PORT004594,SIM051663,2024-12-28 16:14:23,,Idea,Attractive offers from new operator
PORT004595,SIM027078,2023-01-28 20:22:27,2023-01-30 17:11:53,Aircel,Lower tariff plans
PORT004596,SIM017000,2024-12-27 01:01:22,2024-12-30 13:39:39,MTNL,Better data speed
PORT004597,SIM035874,2021-05-28 16:33:12,2021-06-03 15:07:40,Jio,Better data speed
PORT004598,SIM062087,2021-07-12 01:34:28,2021-07-18 05:30:03,Airtel,Friend recommendation
PORT004599,SIM056794,2023-02-10 00:42:28,2023-02-16 00:49:13,Tata Docomo,Relocation to another city
PORT004600,SIM059291,2022-04-14 02:05:23,2022-04-19 23:24:28,Tata Docomo,Better data speed
PORT004601,SIM034689,2024-04-14 07:08:32,2024-04-19 03:05:21,Tata Docomo,Network quality issues
PORT004602,SIM069206,2024-12-29 14:40:59,,Jio,Attractive offers from new operator
PORT004603,SIM038157,2023-09-30 20:52:55,2023-10-03 01:01:19,Reliance,Relocation to another city
PORT004604,SIM024797,2022-04-04 07:20:06,2022-04-06 17:48:33,Vi,Lower tariff plans
PORT004605,SIM022586,2023-10-08 22:30:45,2023-10-14 01:22:19,Vi,Network quality issues
PORT004606,SIM061101,2022-04-01 11:14:02,2022-04-06 00:17:56,Aircel,Relocation to another city
PORT004607,SIM063783,2021-03-22 05:41:15,2021-03-25 00:39:58,Aircel,Better customer service
PORT004608,SIM017870,2024-06-13 04:22:08,,MTNL,Better data speed
PORT004609,SIM066355,2020-07-21 12:27:08,,MTNL,Better customer service
